,id,imdb_id,original_title,title,genres,budget,revenue,release_date,runtime,vote_average,vote_count,genre_term_1,genre_term_2,genre_term_3,genre_term_4,genre_term_5,genre_term_6,genre_term_7,genre_term_8,genre_term_9,budget_adjusted_to_2020,revenue_adjusted_to_2020
1189,387,tt0082096,Das Boot,Das Boot,"Action,Drama,History,War,Adventure",14000000.0,85000000.0,1981-09-16,149.0,7.9,623.0,Action,Drama,History,War,Adventure,,,,,39863600.0,242029000.0
1190,9277,tt0070735,The Sting,The Sting,"Comedy,Crime,Drama",5500000.0,159616327.0,1973-12-25,129.0,7.9,639.0,Comedy,Crime,Drama,,,,,,,32028150.0,929493757.02
1195,218,tt0088247,The Terminator,The Terminator,"Action,Thriller,Science,Fiction",6400000.0,78371200.0,1984-10-26,108.0,7.4,4208.0,Action,Thriller,Science,Fiction,,,,,,15938560.0,195175636.48
1196,763,tt0103873,Braindead,Braindead,"Horror,Comedy",3000000.0,242623.0,1992-08-13,104.0,7.4,388.0,Horror,Comedy,,,,,,,,5532000.0,447396.81
1197,9665,tt0097441,Glory,Glory,War,18000000.0,26828365.0,1989-12-15,122.0,7.4,391.0,War,,,,,,,,,37526400.0,55931775.35
1200,379,tt0100150,Miller's Crossing,Miller's Crossing,"Drama,Thriller,Crime",14000000.0,5080409.0,1990-09-21,115.0,7.5,431.0,Drama,Thriller,Crime,,,,,,,27696200.0,10050573.12
1201,207,tt0097165,Dead Poets Society,Dead Poets Society,Drama,16400000.0,235860116.0,1989-06-02,129.0,8.1,2786.0,Drama,,,,,,,,,34190720.0,491721169.84
1202,37247,tt0061722,The Graduate,The Graduate,Drama,3000000.0,104945305.0,1967-12-21,106.0,7.6,855.0,Drama,,,,,,,,,23235000.0,812801387.23
1203,1480,tt0052311,Touch of Evil,Touch of Evil,"Drama,Thriller,Crime",829000.0,2247465.0,1958-04-23,95.0,7.6,292.0,Drama,Thriller,Crime,,,,,,,7422700.2,20123352.12
1205,826,tt0050212,The Bridge on the River Kwai,The Bridge on the River Kwai,"Drama,History,War",3000000.0,27200000.0,1957-10-02,161.0,7.7,554.0,Drama,History,War,,,,,,,27660600.0,250789440.0
1207,829,tt0071315,Chinatown,Chinatown,"Crime,Drama,Mystery,Thriller",6000000.0,30000000.0,1974-06-20,130.0,7.9,939.0,Crime,Drama,Mystery,Thriller,,,,,,31504800.0,157524000.0
1209,3090,tt0040897,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,"Action,Adventure,Drama,Western",3800000.0,4307000.0,1948-01-24,126.0,7.9,285.0,Action,Adventure,Drama,Western,,,,,,40876220.0,46329968.3
1213,694,tt0081505,The Shining,The Shining,"Horror,Thriller",19000000.0,44017374.0,1980-05-22,144.0,8.1,3890.0,Horror,Thriller,,,,,,,,59698000.0,138302589.11
1214,235,tt0092005,Stand by Me,Stand by Me,"Crime,Drama",8000000.0,52287414.0,1986-08-22,89.0,7.8,1568.0,Crime,Drama,,,,,,,,18890400.0,123466270.68
1216,765,tt0092991,Evil Dead II,Evil Dead II,"Horror,Comedy,Fantasy",3600000.0,5923044.0,1987-03-13,84.0,7.5,760.0,Horror,Comedy,Fantasy,,,,,,,8200440.0,13492101.93
1217,5925,tt0057115,The Great Escape,The Great Escape,"Adventure,Drama,History,Thriller,War",4000000.0,11744471.0,1963-06-20,172.0,7.8,731.0,Adventure,Drama,History,Thriller,War,,,,,33858000.0,99411074.78
1218,11778,tt0077416,The Deer Hunter,The Deer Hunter,"Drama,War",15000000.0,50000000.0,1978-12-08,183.0,7.8,943.0,Drama,War,,,,,,,,59577000.0,198590000.0
1220,137,tt0107048,Groundhog Day,Groundhog Day,"Romance,Fantasy,Drama,Comedy",14600000.0,70906973.0,1993-02-11,101.0,7.4,2358.0,Romance,Fantasy,Drama,Comedy,,,,,,26145680.0,126980207.25
1221,33,tt0105695,Unforgiven,Unforgiven,Western,14000000.0,159157447.0,1992-08-07,131.0,7.7,1133.0,Western,,,,,,,,,25816000.0,293486332.27
1222,982,tt0056218,The Manchurian Candidate,The Manchurian Candidate,"Mystery,Thriller",80000000.0,96105910.0,1962-10-24,126.0,7.7,188.0,Mystery,Thriller,,,,,,,,684640000.0,822474377.78
1225,105,tt0088763,Back to the Future,Back to the Future,"Adventure,Comedy,Science,Fiction,Family",19000000.0,381109762.0,1985-07-03,116.0,8.0,6239.0,Adventure,Comedy,Science,Fiction,Family,,,,,45700700.0,916683310.54
1226,1633,tt0101921,Fried Green Tomatoes,Fried Green Tomatoes,"Drama,Comedy",11000000.0,119418501.0,1991-12-27,130.0,7.6,298.0,Drama,Comedy,,,,,,,,20881300.0,226692140.45
1227,11202,tt0066206,Patton,Patton,"Drama,History,War",12000000.0,89800000.0,1970-01-25,172.0,7.3,327.0,Drama,History,War,,,,,,,80120400.0,599567660.0
1229,149,tt0094625,アキラ,Akira,"Science,Fiction,Animation",8000000.0,553171.0,1988-07-16,124.0,7.8,792.0,Science,Fiction,Animation,,,,,,,17503200.0,1210282.83
1230,8009,tt0091203,Highlander,Highlander,"Adventure,Action,Fantasy",16000000.0,5900000.0,1986-03-07,116.0,6.8,642.0,Adventure,Action,Fantasy,,,,,,,37780800.0,13931670.0
1231,903,tt0061512,Cool Hand Luke,Cool Hand Luke,"Crime,Drama",3000000.0,16217773.0,1967-06-22,126.0,7.7,390.0,Crime,Drama,,,,,,,,23235000.0,125606651.89
1233,3034,tt0072431,Young Frankenstein,Young Frankenstein,"Comedy,Science,Fiction",2800000.0,86273333.0,1974-12-15,106.0,7.7,880.0,Comedy,Science,Fiction,,,,,,,14702240.0,453004016.92
1234,339,tt0102536,Night on Earth,Night on Earth,"Comedy,Drama",3500000.0,2015810.0,1991-10-03,129.0,7.5,165.0,Comedy,Drama,,,,,,,,6644050.0,3826612.12
1236,914,tt0032553,The Great Dictator,The Great Dictator,Comedy,2000000.0,11000000.0,1940-10-15,125.0,8.1,756.0,Comedy,,,,,,,,,36881000.0,202845500.0
1237,756,tt0032455,Fantasia,Fantasia,"Animation,Family,Music",2280000.0,83320000.0,1940-11-13,124.0,7.2,831.0,Animation,Family,Music,,,,,,,42044340.0,1536462460.0
1238,288,tt0044706,High Noon,High Noon,Western,730000.0,8000000.0,1952-03-27,85.0,7.6,343.0,Western,,,,,,,,,7111733.0,77936800.0
1242,665,tt0052618,Ben-Hur,Ben-Hur,"Action,Adventure,Drama,History",15000000.0,146900000.0,1959-12-26,212.0,7.5,660.0,Action,Adventure,Drama,History,,,,,,133534500.0,1307747870.0
1243,11031,tt0088258,This Is Spinal Tap,This Is Spinal Tap,"Comedy,Music",2500000.0,4736202.0,1984-05-04,82.0,7.6,413.0,Comedy,Music,,,,,,,,6226000.0,11795037.46
1246,89,tt0097576,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,"Adventure,Action",48000000.0,474171806.0,1989-05-24,127.0,7.6,3221.0,Adventure,Action,,,,,,,,100070400.0,988553381.15
1248,783,tt0083987,Gandhi,Gandhi,"Drama,History",22000000.0,77737889.0,1982-11-30,191.0,7.4,730.0,Drama,History,,,,,,,,58957800.0,208329768.73
1249,10644,tt0096332,The Unbearable Lightness of Being,The Unbearable Lightness of Being,"Comedy,Romance",17000000.0,10006806.0,1988-02-05,171.0,7.0,89.0,Comedy,Romance,,,,,,,,37194300.0,21893890.85
1250,11257,tt0091867,A Room with a View,A Room with a View,"Drama,Romance",3000000.0,20966644.0,1985-12-13,117.0,6.9,164.0,Drama,Romance,,,,,,,,7215900.0,50431068.81
1252,12104,tt0084503,Pink Floyd: The Wall,Pink Floyd: The Wall,Music,12000000.0,22244207.0,1982-07-14,95.0,7.7,363.0,Music,,,,,,,,,32158800.0,59612250.34
1253,625,tt0087553,The Killing Fields,The Killing Fields,"War,Drama,History",14400000.0,34700291.0,1984-11-02,141.0,7.5,180.0,War,Drama,History,,,,,,,35861760.0,86417604.71
1255,830,tt0049223,Forbidden Planet,Forbidden Planet,"Adventure,Science,Fiction,Action",1900000.0,3250000.0,1956-03-15,98.0,7.2,238.0,Adventure,Science,Fiction,Action,,,,,,18055890.0,30885075.0
1258,642,tt0064115,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,"History,Drama,Western,Crime",6000000.0,102308889.0,1969-09-23,110.0,7.4,659.0,History,Drama,Western,Crime,,,,,,42245400.0,720346656.56
1259,655,tt0087884,"Paris, Texas","Paris, Texas",Drama,1746964.0,2181987.0,1984-05-19,147.0,7.7,282.0,Drama,,,,,,,,,4350639.15,5434020.42
1261,639,tt0098635,When Harry Met Sally...,When Harry Met Sally...,"Comedy,Romance,Drama",16000000.0,92823546.0,1989-07-21,96.0,7.3,974.0,Comedy,Romance,Drama,,,,,,,33356800.0,193518528.7
1273,8077,tt0103644,Alien³,Alien³,"Science,Fiction,Action,Horror",50000000.0,159773545.0,1992-05-22,114.0,6.2,1664.0,Science,Fiction,Action,Horror,,,,,,92200000.0,294622416.98
1274,814,tt0082010,An American Werewolf in London,An American Werewolf in London,"Horror,Comedy",10000000.0,31973249.0,1981-08-21,97.0,7.2,571.0,Horror,Comedy,,,,,,,,28474000.0,91040629.2
1286,571,tt0056869,The Birds,The Birds,Horror,2500000.0,11403529.0,1963-03-28,119.0,7.3,959.0,Horror,,,,,,,,,21161250.0,96525171.22
1291,6114,tt0103874,Dracula,Dracula,"Romance,Horror",40000000.0,215862692.0,1992-11-13,128.0,7.1,1087.0,Romance,Horror,,,,,,,,73760000.0,398050804.05
1294,9529,tt0103919,Candyman,Candyman,"Drama,Horror,Thriller",6000000.0,25792310.0,1992-10-16,99.0,6.2,303.0,Drama,Horror,Thriller,,,,,,,11064000.0,47561019.64
1295,1598,tt0101540,Cape Fear,Cape Fear,"Crime,Thriller",35000000.0,182300000.0,1991-11-15,128.0,7.0,692.0,Crime,Thriller,,,,,,,,66440500.0,346060090.0
1297,7340,tt0074285,Carrie,Carrie,"Horror,Thriller",1800000.0,33800000.0,1976-11-03,98.0,7.0,977.0,Horror,Thriller,,,,,,,,8176500.0,153536500.0
1299,377,tt0087800,A Nightmare on Elm Street,A Nightmare on Elm Street,Horror,1800000.0,25504513.0,1984-11-14,91.0,7.2,1212.0,Horror,,,,,,,,,4482720.0,63516439.18
1302,794,tt0075005,The Omen,The Omen,"Horror,Thriller",2800000.0,60922980.0,1976-06-06,111.0,7.2,485.0,Horror,Thriller,,,,,,,,12719000.0,276742636.65
1308,199,tt0117731,Star Trek: First Contact,Star Trek: First Contact,"Science,Fiction,Action,Adventure,Thriller",46000000.0,150000000.0,1996-11-21,111.0,7.0,671.0,Science,Fiction,Action,Adventure,Thriller,,,,,75803400.0,247185000.0
1310,12498,tt0117666,Sling Blade,Sling Blade,Drama,1000000.0,24444121.0,1996-08-30,135.0,7.4,236.0,Drama,,,,,,,,,1647900.0,40281467.0
1311,9279,tt0116705,Jingle All the Way,Jingle All the Way,"Family,Comedy",60000000.0,129832389.0,1996-11-15,89.0,5.5,583.0,Family,Comedy,,,,,,,,98874000.0,213950793.83
1314,21539,tt0117372,The Preacher's Wife,The Preacher's Wife,"Fantasy,Drama,Comedy,Science,Fiction,Romance,Family",40000000.0,48093211.0,1996-12-13,124.0,5.4,55.0,Fantasy,Drama,Comedy,Science,Fiction,Romance,Family,,,65916000.0,79252802.41
1316,12709,tt0117477,Ridicule,Ridicule,"Comedy,Drama,Romance",3000000.0,2503829.0,1996-05-09,102.0,7.4,30.0,Comedy,Drama,Romance,,,,,,,4943700.0,4126059.81
1318,11674,tt0115433,101 Dalmatians,101 Dalmatians,"Comedy,Family",54000000.0,320689294.0,1996-11-17,103.0,5.6,722.0,Comedy,Family,,,,,,,,88986600.0,528463887.58
1321,1573,tt0099423,Die Hard 2,Die Hard 2,"Action,Thriller",70000000.0,240031094.0,1990-07-02,124.0,6.6,1920.0,Action,Thriller,,,,,,,,138481000.0,474853513.26
1322,152,tt0079945,Star Trek: The Motion Picture,Star Trek: The Motion Picture,"Science,Fiction,Adventure,Mystery",35000000.0,139000000.0,1979-12-06,132.0,6.2,541.0,Science,Fiction,Adventure,Mystery,,,,,,124631500.0,494965100.0
1323,174,tt0102975,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,"Science,Fiction,Action,Adventure,Thriller",27000000.0,96900000.0,1991-12-05,113.0,6.7,421.0,Science,Fiction,Action,Adventure,Thriller,,,,,51254100.0,183945270.0
1324,172,tt0098382,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,"Science,Fiction,Action,Adventure,Thriller",30000000.0,70200000.0,1989-06-09,107.0,5.6,384.0,Science,Fiction,Action,Adventure,Thriller,,,,,62544000.0,146352960.0
1325,154,tt0084726,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,"Action,Adventure,Science,Fiction,Thriller",12000000.0,96800000.0,1982-06-03,113.0,7.3,688.0,Action,Adventure,Science,Fiction,Thriller,,,,,32158800.0,259414320.0
1326,157,tt0088170,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,"Science,Fiction,Action,Adventure,Thriller",18000000.0,87000000.0,1984-05-31,105.0,6.4,443.0,Science,Fiction,Action,Adventure,Thriller,,,,,44827200.0,216664800.0
1327,168,tt0092007,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,"Science,Fiction,Adventure",24000000.0,133000000.0,1986-11-25,119.0,6.9,490.0,Science,Fiction,Adventure,,,,,,,56671200.0,314052900.0
1328,364,tt0103776,Batman Returns,Batman Returns,"Action,Fantasy",80000000.0,280000000.0,1992-06-19,126.0,6.6,1706.0,Action,Fantasy,,,,,,,,147520000.0,516320000.0
1329,11967,tt0096487,Young Guns,Young Guns,"Crime,Action,Adventure,Drama,Western",13000000.0,44726644.0,1988-08-12,107.0,6.6,262.0,Crime,Action,Adventure,Drama,Western,,,,,28442700.0,97857424.41
1331,621,tt0077631,Grease,Grease,Romance,6000000.0,181813770.0,1978-07-07,110.0,7.2,1633.0,Romance,,,,,,,,,23830800.0,722127931.69
1332,9037,tt0084021,Grease 2,Grease 2,"Comedy,Drama,Family,Music,Romance",13200000.0,15171476.0,1982-06-11,115.0,4.9,185.0,Comedy,Drama,Family,Music,Romance,,,,,35374680.0,40658038.53
1333,10173,tt0100114,Marked for Death,Marked for Death,"Action,Thriller",12000000.0,46044400.0,1990-10-05,94.0,5.6,100.0,Action,Thriller,,,,,,,,23739600.0,91089636.52
1336,8845,tt0105690,Under Siege,Under Siege,"Action,Thriller",35000000.0,156563139.0,1992-10-08,103.0,6.1,405.0,Action,Thriller,,,,,,,,64540000.0,288702428.32
1338,578,tt0073195,Jaws,Jaws,"Horror,Thriller,Adventure",7000000.0,470654000.0,1975-06-18,124.0,7.5,2628.0,Horror,Thriller,Adventure,,,,,,,33674200.0,2264128132.4
1339,579,tt0077766,Jaws 2,Jaws 2,"Horror,Thriller",20000000.0,187884007.0,1978-06-16,116.0,5.9,412.0,Horror,Thriller,,,,,,,,79436000.0,746237699.0
1340,17692,tt0085750,Jaws 3-D,Jaws 3-D,"Thriller,Horror",20500000.0,87987055.0,1983-03-16,99.0,4.2,266.0,Thriller,Horror,,,,,,,,53279500.0,228678355.95
1342,75,tt0116996,Mars Attacks!,Mars Attacks!,"Comedy,Fantasy,Science,Fiction",70000000.0,101371017.0,1996-12-12,106.0,6.1,1544.0,Comedy,Fantasy,Science,Fiction,,,,,,115353000.0,167049298.91
1343,13891,tt0115906,Citizen Ruth,Citizen Ruth,"Drama,Comedy",3000000.0,153155.0,1996-12-13,104.0,6.8,27.0,Drama,Comedy,,,,,,,,4943700.0,252384.12
1344,9390,tt0116695,Jerry Maguire,Jerry Maguire,"Comedy,Drama,Romance",50000000.0,273552592.0,1996-12-06,139.0,6.7,941.0,Comedy,Drama,Romance,,,,,,,82395000.0,450787316.36
1345,378,tt0093822,Raising Arizona,Raising Arizona,"Comedy,Crime",6000000.0,29180280.0,1987-03-01,94.0,7.2,548.0,Comedy,Crime,,,,,,,,13667400.0,66469759.81
1350,9819,tt0116999,Marvin's Room,Marvin's Room,Drama,23000000.0,12803305.0,1996-12-18,98.0,6.6,130.0,Drama,,,,,,,,,37901700.0,21098566.31
1356,4232,tt0117571,Scream,Scream,"Crime,Horror,Mystery",14000000.0,173046663.0,1996-12-20,111.0,7.0,1520.0,Crime,Horror,Mystery,,,,,,,23070600.0,285163595.96
1357,9361,tt0104691,The Last of the Mohicans,The Last of the Mohicans,"Action,Adventure,Drama,History,Romance,War",40000000.0,75505856.0,1992-09-25,112.0,7.1,747.0,Action,Adventure,Drama,History,Romance,War,,,,73760000.0,139232798.46
1365,8818,tt0116250,Evita,Evita,"History,Drama,Music",55000000.0,141047179.0,1996-12-14,134.0,5.9,122.0,History,Drama,Music,,,,,,,90634500.0,232431646.27
1374,34314,tt0120390,Turbulence,Turbulence,"Action,Thriller,Crime",55000000.0,11466088.0,1997-01-09,100.0,5.2,63.0,Action,Thriller,Crime,,,,,,,88654500.0,18482187.25
1379,8860,tt0119664,Metro,Metro,"Action,Adventure,Comedy,Crime,Thriller",55000000.0,31987563.0,1997-01-16,117.0,5.3,136.0,Action,Adventure,Comedy,Crime,Thriller,,,,,88654500.0,51560752.8
1383,9619,tt0118928,Dante's Peak,Dante's Peak,"Action,Adventure,Thriller",116000000.0,178127760.0,1997-02-07,108.0,5.8,445.0,Action,Adventure,Thriller,,,,,,,186980400.0,287124136.34
1387,26306,tt0119937,Prefontaine,Prefontaine,"Drama,Romance",8000000.0,589304.0,1997-01-24,106.0,6.7,21.0,Drama,Romance,,,,,,,,12895200.0,949899.12
1402,66,tt0118548,Absolute Power,Absolute Power,"Crime,Drama,Thriller",50000000.0,50068310.0,1997-02-14,121.0,6.4,226.0,Crime,Drama,Thriller,,,,,,,80595000.0,80705108.89
1404,11419,tt0120434,Vegas Vacation,Vegas Vacation,Comedy,25000000.0,36400360.0,1997-02-13,93.0,6.0,175.0,Comedy,,,,,,,,,40297500.0,58673740.28
1407,638,tt0116922,Lost Highway,Lost Highway,"Drama,Thriller,Mystery",15000000.0,3675201.0,1997-01-15,134.0,7.5,572.0,Drama,Thriller,Mystery,,,,,,,24178500.0,5924056.49
1408,25624,tt0120036,Rosewood,Rosewood,"Drama,History",30000000.0,13130349.0,1997-02-21,140.0,6.7,31.0,Drama,History,,,,,,,,48357000.0,21164809.55
1409,9366,tt0119008,Donnie Brasco,Donnie Brasco,"Crime,Drama,Thriller",35000000.0,41954997.0,1997-02-27,127.0,7.4,1175.0,Crime,Drama,Thriller,,,,,,,56416500.0,67627259.66
1417,28005,tt0116743,Kama Sutra - A Tale of Love,Kama Sutra - A Tale of Love,"Drama,History,Romance",3000000.0,4109095.0,1996-09-11,117.0,5.7,36.0,Drama,History,Romance,,,,,,,4943700.0,6771377.65
1418,9403,tt0119951,Private Parts,Private Parts,"Comedy,Drama",28000000.0,41230799.0,1997-03-07,109.0,6.7,106.0,Comedy,Drama,,,,,,,,45133200.0,66459924.91
1420,10003,tt0120053,The Saint,The Saint,"Thriller,Action,Romance,Science,Fiction,Adventure",68000000.0,118063304.0,1997-04-03,116.0,5.9,310.0,Thriller,Action,Romance,Science,Fiction,Adventure,,,,109609200.0,190306239.72
1425,1624,tt0119528,Liar Liar,Liar Liar,Comedy,45000000.0,302710615.0,1997-03-21,86.0,6.4,1456.0,Comedy,,,,,,,,,72535500.0,487939240.32
1427,16052,tt0120094,Selena,Selena,Drama,20000000.0,60000000.0,1997-03-21,127.0,7.1,115.0,Drama,,,,,,,,,32238000.0,96714000.0
1428,4477,tt0118972,The Devil's Own,The Devil's Own,"Crime,Thriller,Drama",90000000.0,140807547.0,1997-03-12,107.0,5.9,300.0,Crime,Thriller,Drama,,,,,,,145071000.0,226967685.01
1429,24662,tt0118829,Cats Don't Dance,Cats Don't Dance,"Animation,Comedy,Family,Music",32000000.0,3566637.0,1997-03-26,75.0,7.1,25.0,Animation,Comedy,Family,Music,,,,,,51580800.0,5749062.18
1432,6499,tt0120389,Turbo: A Power Rangers Movie,Turbo: A Power Rangers Movie,"Action,Adventure,Family,Fantasy,Science,Fiction,Thriller",10000000.0,17979739.0,1997-03-27,99.0,4.6,60.0,Action,Adventure,Family,Fantasy,Science,Fiction,Thriller,,,16119000.0,28981541.29
1433,50512,tt0118623,Anna Karenina,Anna Karenina,"Drama,Romance",35000000.0,791830.0,1997-04-04,108.0,6.4,26.0,Drama,Romance,,,,,,,,56416500.0,1276350.78
1436,9360,tt0118615,Anaconda,Anaconda,"Adventure,Horror,Thriller",45000000.0,136885767.0,1997-04-11,89.0,4.8,624.0,Adventure,Horror,Thriller,,,,,,,72535500.0,220646167.83
1451,816,tt0118655,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,"Science,Fiction,Comedy,Crime",16500000.0,67683989.0,1997-05-02,94.0,6.5,1033.0,Science,Fiction,Comedy,Crime,,,,,,26596350.0,109099821.87
1452,2163,tt0118771,Breakdown,Breakdown,"Drama,Action,Thriller",36000000.0,50159144.0,1997-05-02,95.0,6.6,202.0,Drama,Action,Thriller,,,,,,,58028400.0,80851524.21
1460,18,tt0119116,The Fifth Element,The Fifth Element,"Adventure,Fantasy,Action,Thriller,Science,Fiction",90000000.0,263920180.0,1997-05-07,126.0,7.3,3962.0,Adventure,Fantasy,Action,Thriller,Science,Fiction,,,,145071000.0,425412938.14
1467,64802,tt0119578,Love! Valour! Compassion!,Love! Valour! Compassion!,Drama,2000000.0,2900000.0,1997-05-16,108.0,5.7,10.0,Drama,,,,,,,,,3223800.0,4674510.0
1474,330,tt0119567,The Lost World: Jurassic Park,The Lost World: Jurassic Park,"Adventure,Action,Science,Fiction",73000000.0,229074524.0,1997-05-23,129.0,6.2,2528.0,Adventure,Action,Science,Fiction,,,,,,117668700.0,369245225.24
1482,1701,tt0118880,Con Air,Con Air,"Action,Thriller,Crime",75000000.0,224012234.0,1997-06-01,115.0,6.5,1289.0,Action,Thriller,Crime,,,,,,,120892500.0,361085319.98
1486,1639,tt0120179,Speed 2: Cruise Control,Speed 2: Cruise Control,"Action,Adventure,Thriller",160000000.0,164508066.0,1997-06-13,121.0,4.1,439.0,Action,Adventure,Thriller,,,,,,,257904000.0,265170551.59
1487,49235,tt0117724,Squeeze,Squeeze,"Crime,Drama",500000.0,10300.0,1997-06-06,95.0,6.0,1.0,Crime,Drama,,,,,,,,805950.0,16602.57
1491,415,tt0118688,Batman & Robin,Batman & Robin,"Action,Crime,Fantasy",125000000.0,238207122.0,1997-06-20,125.0,4.2,1447.0,Action,Crime,Fantasy,,,,,,,201487500.0,383966059.95
1495,11970,tt0119282,Hercules,Hercules,"Animation,Family,Fantasy,Adventure,Comedy,Romance",85000000.0,252712101.0,1997-06-26,93.0,7.3,1741.0,Animation,Family,Fantasy,Adventure,Comedy,Romance,,,,137011500.0,407346635.6
1498,8874,tt0119738,My Best Friend's Wedding,My Best Friend's Wedding,"Comedy,Romance",38000000.0,299288605.0,1997-06-19,105.0,6.4,606.0,Comedy,Romance,,,,,,,,61252200.0,482423302.4
1501,266,tt0057345,Le Mépris,Contempt,Drama,900000.0,528428.0,1963-10-21,103.0,7.5,138.0,Drama,,,,,,,,,7618050.0,4472878.81
1502,754,tt0119094,Face/Off,Face/Off,"Action,Crime,Science,Fiction,Thriller",80000000.0,245676146.0,1997-06-27,138.0,6.8,1612.0,Action,Crime,Science,Fiction,Thriller,,,,,128952000.0,396005379.74
1508,607,tt0119654,Men in Black,Men in Black,"Action,Adventure,Comedy,Science,Fiction",90000000.0,589390539.0,1997-07-02,98.0,6.9,4521.0,Action,Adventure,Comedy,Science,Fiction,,,,,145071000.0,950038609.81
1511,17834,tt0120133,A Simple Wish,A Simple Wish,"Adventure,Comedy,Family,Fantasy",28000000.0,8345056.0,1997-07-11,86.0,5.5,46.0,Adventure,Comedy,Family,Fantasy,,,,,,45133200.0,13451395.77
1512,686,tt0118884,Contact,Contact,"Drama,Science,Fiction,Mystery",90000000.0,171120329.0,1997-07-11,150.0,7.2,1338.0,Drama,Science,Fiction,Mystery,,,,,,145071000.0,275828858.32
1514,4421,tt0119173,G.I. Jane,G.I. Jane,"Action,Drama",50000000.0,48169156.0,1997-08-22,125.0,6.0,404.0,Action,Drama,,,,,,,,80595000.0,77643862.56
1515,9387,tt0082198,Conan the Barbarian,Conan the Barbarian,"Adventure,Fantasy,Action",20000000.0,79114085.0,1982-04-02,129.0,6.6,663.0,Adventure,Fantasy,Action,,,,,,,53598000.0,212017836.39
1517,2142,tt0118887,Cop Land,Cop Land,"Action,Crime,Drama",15000000.0,44862187.0,1997-08-15,104.0,6.6,384.0,Action,Crime,Drama,,,,,,,24178500.0,72313359.23
1518,8413,tt0119081,Event Horizon,Event Horizon,"Horror,Science,Fiction,Mystery",60000000.0,26673242.0,1997-08-15,96.0,6.4,752.0,Horror,Science,Fiction,Mystery,,,,,,96714000.0,42994598.78
1519,10336,tt0120177,Spawn,Spawn,"Action,Adventure,Fantasy,Horror,Science,Fiction,Thriller",40000000.0,87840042.0,1997-07-31,96.0,5.0,344.0,Action,Adventure,Fantasy,Horror,Science,Fiction,Thriller,,,64476000.0,141589363.7
1520,20737,tt0118570,Air Bud,Air Bud,"Comedy,Family,Drama",3000000.0,23144499.0,1997-08-01,98.0,5.3,108.0,Comedy,Family,Drama,,,,,,,4835700.0,37306617.94
1521,9413,tt0119896,Picture Perfect,Picture Perfect,"Comedy,Romance",19000000.0,44332015.0,1997-08-01,105.0,5.1,114.0,Comedy,Romance,,,,,,,,30626100.0,71458774.98
